School,SchoolID,first_name,last_name,gender,OEN,Student Grade Level,Enrollment Status,Reporting Period,Resp,Ind Work,Init,Org,Coll,Self Regulation,Read,Write,Oral Comm,Media Lit,Listen French ,Speak French ,Read French ,Write French,Num Sense Numeration,Meas,Geom and Spatial,Patt and Alg,Data Mgt,Science and Tech,Hist,Geog,Soc Studies,Health,Phys Ed,Dance,Drama,Music,Vis Arts
Bashford Public School,4447,Salvador,McMurty,Male,732114051,5,0,R1,E,E,E,E,E,E,C,C,C+,C+,B,A-,C-,,C-,C-,C-,C-,C-,B+,51,66,B-,B+,A-,,B+,B,B
Bashford Public School,4447,Gaby,Laroux,Male,769929966,5,0,R1,G,E,G,E,G,G,C+,C,B,B,B-,A-,B-,,C+,C+,C+,C+,C+,B+,99,43,B-,B+,A-,,B+,B,B
Bashford Public School,4447,Casey,Faithfull,Female,543327752,8,0,R1,E,G,G,G,G,G,63,63,63,65,58,70,70,72,68,73,,83,75,68,61,66,,68,73,,68,68,75
Bashford Public School,4447,Janna,Cutchie,Female,990893518,6,0,R1,G,G,G,E,G,G,B,B,B+,B,D,C+,B,B-,A-,C+,,B+,B,B,67,95,B-,B+,A-,,B,B+,B
Bashford Public School,4447,Jarid,Sorbey,Male,406392879,1,0,R1,G,S,S,N,G,S,C,D,B-,B-,,,,,B-,C+,B-,D+,B-,B+,82,87,B,B,C+,,B-,B,B
Bashford Public School,4447,Raymond,Twigge,Male,944526532,8,0,R1,G,G,E,G,E,G,78,78,83,85,58,70,80,75,75,73,,78,73,85,75,80,,75,75,,82,68,75
Bashford Public School,4447,Verile,Troman,Female,209310741,5,0,R1,E,E,E,E,E,E,A,B+,A-,A-,B-,B+,A-,,A+,A+,,A,B+,A,96,52,A,B+,A,,B+,B+,B+
Bashford Public School,4447,Gregoire,Pinel,Male,364739380,3,0,R1,G,S,G,S,S,G,B+,B-,B,B+,,,,,A-,A-,,B+,A,B,47,93,B,B,B-,B,B,B,B
Bashford Public School,4447,Richie,Bointon,Male,270801305,6,0,R1,E,E,E,E,G,E,A,A,A-,B-,A-,B+,B-,A-,A,A,,A+,A,A,44,50,A-,A-,B,A-,,B,A
Bashford Public School,4447,Teodoor,Sneezem,Male,756072555,2,0,R1,G,G,S,G,G,S,B,B,C+,B+,,,,,B,C,,C+,B+,B+,55,73,B,B+,B,,C-,B,B
Bashford Public School,4447,Forbes,Lindl,Male,538254190,5,0,R1,S,N,G,G,N,N,B,B,B-,B,D+,D,C,,B,D+,,C,C+,B,90,90,B+,B-,B-,,B-,B-,B
Bashford Public School,4447,Goldy,Bergen,Female,154140096,6,0,R1,G,E,G,G,G,S,B+,B,A-,C,A-,B+,B,B,A-,A-,,C+,A,B+,68,45,B+,B-,B,B+,,A-,B
Bashford Public School,4447,Selene,Christoffersen,Female,198841916,1,0,R1,G,G,S,S,G,G,C,C,C+,C+,,,,,C,C+,C+,B-,C+,B,78,61,C+,B-,A-,A,,C,B-
Bashford Public School,4447,Donetta,Pigford,Female,198613264,7,0,R1,E,E,E,E,E,E,85,78,85,85,75,80,82,76,78,85,,82,82,82,51,46,,78,78,,78,75,73
Bashford Public School,4447,Alain,Gilliver,Male,940178999,5,0,R1,E,E,E,E,E,E,A,B+,A,A-,A-,B+,A,,A+,A-,,B+,B+,A,99,77,A,B+,A,,B+,B+,B+
Bashford Public School,4447,Boot,McKinna,Male,309802620,6,0,R1,E,G,G,E,G,G,C+,B-,C,B,B-,B,B-,A-,B,A-,,C+,A,C+,57,98,B-,B,B-,C,,C+,B-
Bashford Public School,4447,Morten,Arnefield,Male,365684921,3,0,R1,G,E,S,G,G,S,A-,B-,B,B+,,,,,A,B+,,B-,A-,D+,88,49,C-,B+,B-,,B-,C,C+
Bashford Public School,4447,Lotti,Scarrott,Female,132335346,6,0,R1,,,,,,,,,,,,,,,,C-,,,,,83,70,I,,,,,,
3rd Street Elementary School,7980,Nathanael,Bartlomiejczyk,Male,268880620,8,0,R1,E,G,E,G,G,E,86,80,79,88,78,70,64,72,71,,75,79,70,79,47,85,,80,85,,75,75,82
3rd Street Elementary School,7980,Lolita,Bussen,Female,705178189,6,0,R1,G,G,S,S,S,S,B-,B,B,C,C-,D+,I,C-,A,D,,B-,C+,C,57,76,B-,C,B,B-,,B,B-
3rd Street Elementary School,7980,Minor,Torrie,Male,875386163,2,0,R1,E,E,E,E,E,E,B+,A,A-,A,,,,,A,A+,B+,A,A,B-,61,57,A+,C+,B,,A-,B,B
3rd Street Elementary School,7980,Katrinka,Leary,Female,632028802,6,0,R1,E,G,E,E,G,E,B-,B,B+,A,B+,A-,A-,B+,A-,B+,,C-,A+,B+,44,71,A-,A,B-,A-,,B,A-
3rd Street Elementary School,7980,Ezechiel,Aitken,Male,711640895,2,0,R1,N,N,S,G,S,N,C-,C-,C,B+,,,,,B-,B+,,C-,B-,C+,82,39,C,C+,C,,D-,B-,B
3rd Street Elementary School,7980,Lucine,Seres,Female,807240103,3,0,R1,,,,,,,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,,80,81,,ALT,ALT,ALT,ALT,ALT,ALT
3rd Street Elementary School,7980,Dick,Piwall,Male,253804564,7,0,R1,,,,,,,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,ALT,69,46,,,ALT,ALT,ALT,ALT,ALT
3rd Street Elementary School,7980,Carrie,Woolward,Female,169361007,4,0,R1,E,E,G,E,G,E,B-,B,B+,C,A-,A-,,,A-,A-,,A-,B+,B+,54,63,A,A,A,,B,B,B-
3rd Street Elementary School,7980,Agnella,Clawley,Female,488725950,6,0,R1,E,E,G,G,G,E,A-,A-,B+,A-,A,B-,C+,B-,A-,B,,A-,B,A,88,77,B+,A,B,B+,,B,A-
3rd Street Elementary School,7980,Giusto,Middle,Male,869697552,8,0,R1,E,E,E,E,G,E,95,95,75,75,I,70,75,80,95,85,,95,95,85,83,98,,82,I,,73,71,73
3rd Street Elementary School,7980,Rollins,Everix,Male,677881849,8,0,R1,G,G,G,E,G,G,85,85,63,73,70,80,82,76,82,73,,78,75,73,75,83,,82,58,,78,75,83
3rd Street Elementary School,7980,Amelia,Bourget,Female,870226435,1,0,R1,G,S,S,S,G,S,D,D,C,C,,,,,C,C,C,B-,C,C+,100,91,C,D+,B+,B+,,C,C+
3rd Street Elementary School,7980,Carmelina,Rennix,Female,467906512,3,0,R1,S,S,N,N,S,S,B,B,C+,C+,,,,,B-,C,,D,C,C,53,96,C,B-,B,,C,B-,B-
3rd Street Elementary School,7980,Ardenia,Hedgecock,Female,222493512,1,0,R1,N,N,N,N,N,N,C,D,C,B,,,,,C-,C+,B-,D,C+,B+,91,56,B+,C-,C,,C+,B,B
3rd Street Elementary School,7980,Jourdain,Ratley,Male,769678158,2,0,R1,G,G,G,G,G,G,C+,C+,B-,B+,,,,,B+,A,B+,B+,A-,A-,91,66,A-,C-,B,,A,B,B
3rd Street Elementary School,7980,Rip,Robelow,Male,446123256,2,0,R1,,,,,,,,,,,,,,,,,,,,,70,46,,ALT,ALT,,,B,
3rd Street Elementary School,7980,Kort,Boules,Male,152495440,4,0,R1,,,,,,,,,,,,,,,,,,,,,56,93,,,,,,,
3rd Street Elementary School,7980,Wallache,Durant,Male,295062880,3,0,R1,S,N,N,S,N,N,C-,D+,C-,C+,,,,,D,D,,D-,C-,D+,79,40,C-,B-,D+,I,D-,I,C
3rd Street Elementary School,7980,Rabbi,Shovelton,Male,278803897,1,0,R1,G,S,S,S,G,S,D+,D,C-,C-,,,,,C-,C-,C,C,C,C+,62,81,C-,D-,C+,B-,,C-,C
3rd Street Elementary School,7980,Dawn,Czapla,Female,911871658,3,0,R1,G,G,S,G,G,G,D,B+,B-,B-,,,,,C+,C+,,C-,B-,C-,59,62,C-,B-,B+,,C+,B-,B
3rd Street Elementary School,7980,Jude,Bromidge,Male,429015413,8,0,R1,N,S,S,S,N,N,75,54,82,50,60,62,I,54,61,,67,50,50,50,58,39,,65,65,,80,I,58
3rd Street Elementary School,7980,Wilmar,Downton,Male,436368605,8,0,R1,S,G,S,G,G,G,75,69,69,89,73,72,I,60,75,,66,58,82,50,84,48,,75,85,,70,I,83
3rd Street Elementary School,7980,Billi,Reinert,Female,652980555,2,0,R1,G,G,G,G,G,G,A+,B,B+,A-,,,,,B,A-,B,A-,B-,A-,90,87,A-,D+,B-,,B-,B,B
3rd Street Elementary School,7980,Zachariah,Phipp,Male,607636731,2,0,R1,N,S,N,G,S,N,B,D,D,I,,,,,C,A,B,B,,I,70,51,I,I,I,,I,C,B
3rd Street Elementary School,7980,Rutherford,Greguol,Male,293512864,3,0,R1,N,N,N,N,N,N,B,I,C,I,,,,,I,I,,I,I,I,67,87,C,I,C,,I,C-,I
3rd Street Elementary School,7980,Chrotoem,Drewell,Male,239117013,1,0,R1,E,E,E,E,E,E,A,A,B+,B+,,,,,A,A-,A,A,A,B,82,61,B,A-,B,,B,B,B
3rd Street Elementary School,7980,Tine,Ovenden,Female,172993261,1,0,R1,G,G,G,G,E,S,C,C,C,C,,,,,C,B,C,B,,C,69,79,C,D,C,,B-,B,B-
3rd Street Elementary School,7980,Brewer,Blueman,Male,166214354,1,0,R1,G,G,G,G,G,G,C,C,B-,B,,,,,B,B-,B,B,B-,B-,70,75,B,B+,B-,A-,,B-,B-
3rd Street Elementary School,7980,Luisa,Strapp,Female,133183419,3,0,R1,G,G,E,E,G,G,R,R,B+,B-,,,,,B,B+,,B-,B-,B+,76,69,B+,A-,B+,,B+,B+,A-
3rd Street Elementary School,7980,Niles,Guidotti,Male,552723378,8,0,R1,S,S,G,G,S,S,75,63,59,50,67,68,62,67,83,,65,67,74,50,49,58,,75,75,,75,65,88
3rd Street Elementary School,7980,Danny,Sherratt,Male,369791713,5,0,R1,G,G,S,S,G,S,B-,B-,B-,B-,D,D,D+,,B-,B-,,C+,B-,B-,56,75,C+,B,B,,B-,B,A-
3rd Street Elementary School,7980,Andonis,Fraczek,Male,828178485,1,0,R1,G,G,G,G,G,G,B-,B,B,B,,,,,B+,B-,B,B,B-,B,46,43,B,C+,B+,A,,B,B
3rd Street Elementary School,7980,Tatum,Bindley,Female,196572905,2,0,R1,S,N,N,S,N,S,R,R,C,C+,,,,,C+,C-,C,C+,C-,D,42,78,C,B-,C+,,C,B,B
3rd Street Elementary School,7980,Chickie,Creech,Male,648316806,1,0,R1,S,S,S,S,S,N,C,C,C+,B,,,,,C,B,B-,D,B,C-,45,98,B-,B-,B-,,C,B,B-
3rd Street Elementary School,7980,Bette-ann,Hitzschke,Female,249831730,4,0,R1,G,E,G,G,G,G,B,A-,B,B-,B+,B-,,,B+,I,,I,B-,B-,82,99,A-,B,A-,,B-,B-,B+
3rd Street Elementary School,7980,Mel,Stockbridge,Male,289005152,7,0,R1,N,S,N,S,S,N,58,60,70,78,60,54,56,64,60,55,,75,60,65,52,89,,72,78,,62,I,80
3rd Street Elementary School,7980,Jenine,Battlestone,Female,979356024,1,0,R1,G,G,G,G,G,G,B-,B,B,B,,,,,B-,B-,C+,B-,B,B+,64,75,B,B,B,,C+,B,B
3rd Street Elementary School,7980,Margie,Cotta,Female,906171279,6,0,R1,S,S,S,N,S,N,B-,C+,B-,D+,C-,I,D+,D+,D,A-,,B,A,C,82,76,C-,C,C,C,,C+,B
3rd Street Elementary School,7980,Zerk,Tesyro,Male,766490932,3,0,R1,E,G,G,E,E,G,A,B+,B,B+,,,,,B,A,,B,B+,B+,40,92,B+,A-,A-,,B+,B+,B
3rd Street Elementary School,7980,Robbyn,Infantino,Female,294021035,3,0,R1,G,G,G,G,G,G,B+,C,B,B+,,,,,B-,C,,B-,B,B,40,92,B,A-,B+,,B+,B,C+
3rd Street Elementary School,7980,Timmy,Brecher,Female,655232273,6,0,R1,E,E,E,G,E,G,B-,B-,B+,B+,C,I,B-,B-,B,B,,B,B,B+,63,100,B,B,B+,,B,B,B
3rd Street Elementary School,7980,Eleonora,Shermar,Female,926108831,1,0,R1,S,S,S,S,S,S,C,C,C+,B-,,,,,B,B,B,B-,A-,B+,92,75,B,D,C,,C+,B,B
3rd Street Elementary School,7980,Clio,Barrabeale,Female,838232090,8,0,R1,N,N,N,N,N,N,58,58,63,55,75,62,60,I,58,58,,63,58,58,57,84,,68,68,,73,75,63
3rd Street Elementary School,7980,Keene,Bowart,Male,549364075,3,0,R1,S,S,S,S,S,S,C,C-,C-,C,,,,,C-,C-,,C-,I,C,74,82,C+,C+,C-,B-,C-,B-,C-
3rd Street Elementary School,7980,Hermione,Skillicorn,Female,147448276,8,0,R1,G,G,G,G,G,G,70,69,78,86,67,74,72,61,70,,70,75,73,52,66,68,,80,80,,90,55,79
3rd Street Elementary School,7980,Rafaello,Proske,Male,844207464,6,0,R1,G,G,G,G,G,G,B-,B,B+,B-,C+,B+,B,C+,C-,D,,C,C,B-,62,77,B+,B-,B+,A-,,B+,B
3rd Street Elementary School,7980,Elsey,Hearsey,Female,352853445,2,0,R1,S,N,S,S,N,N,C,C,B,B-,,,,,B-,C-,,C-,C+,D+,96,98,B-,C,D-,,C+,C+,B
3rd Street Elementary School,7980,Bell,Frantzeni,Female,360253096,6,0,R1,S,S,G,G,S,S,C-,C+,B-,C,D+,C,B-,C-,D+,B,,R,C-,B-,81,74,B-,C-,B,B-,,B-,B+
3rd Street Elementary School,7980,Cher,Creane,Female,219502884,2,0,R1,G,G,G,G,G,G,C+,B-,A,A-,,,,,B,B,C,B,B+,B-,60,92,B-,B-,B+,,B,B,B
3rd Street Elementary School,7980,Marjie,Blazdell,Female,868331184,8,0,R1,N,N,N,N,N,N,63,68,58,68,56,I,I,I,68,65,,68,63,58,75,90,,68,63,,75,I,68
3rd Street Elementary School,7980,Biddy,Smalles,Female,406053862,1,0,R1,G,E,G,G,E,E,C,C,C,B,,,,,B,B,B,B,,C,52,61,B,B-,B,,B,B,B
3rd Street Elementary School,7980,Carley,Petyanin,Female,511799613,4,0,R1,G,E,G,G,G,G,C+,B-,B+,C-,A-,B,,,B,B+,,A-,A-,B+,47,92,A,A-,A-,,C+,B,A-
3rd Street Elementary School,7980,Ethyl,McComiskey,Female,894161440,5,0,R1,N,N,N,N,S,N,I,I,D,D,D-,D-,D-,,D,I,D,I,I,I,44,61,D,D,B,,C+,C,C-
3rd Street Elementary School,7980,Gipsy,Evershed,Female,619168727,8,0,R1,E,E,E,E,E,E,80,76,88,90,79,82,72,71,89,,88,87,84,60,91,85,,80,70,,75,75,70
3rd Street Elementary School,7980,Ingemar,Borgne,Male,113242628,6,0,R1,G,S,G,S,G,S,B,B-,B+,B,C-,B-,C+,C,B-,C+,,B-,B-,B-,43,89,B+,B+,B+,,A-,B-,B
3rd Street Elementary School,7980,Hillery,Gregoriou,Male,802109663,5,0,R1,G,G,E,G,G,G,C,C-,C+,C+,B+,A-,B,,C,C+,C+,C+,C+,C+,61,43,C+,B,B+,,B+,B-,B
3rd Street Elementary School,7980,Fawn,Challens,Female,688892086,1,0,R1,G,S,G,G,G,G,A,B,B+,B+,,,,,A,A,B,A,A,B,89,92,B+,A-,B-,,C+,B+,B+
3rd Street Elementary School,7980,Somerset,Fairpo,Male,726020154,6,0,R1,G,E,G,G,G,G,B-,B,B-,B,B,C,B+,C-,A,A,,A,C-,B+,58,77,B,B,B-,C,,B,B-
3rd Street Elementary School,7980,Roscoe,Firman,Male,658480219,8,0,R1,G,G,G,G,G,G,75,80,77,88,98,80,90,83,91,,88,81,74,57,68,94,,75,80,,75,I,85
3rd Street Elementary School,7980,Rebecka,Crawshay,Female,421948368,4,0,R1,G,G,E,E,S,G,B+,B,B,B+,A-,A-,,,B,B,B+,B+,B+,B+,66,53,B,B-,B,,B,B,B+
3rd Street Elementary School,7980,Carmencita,Schistl,Female,594168976,1,0,R1,N,S,S,S,N,N,D+,C,C,B-,,,,,C,B-,C-,C+,B,C,63,96,B,B+,C,,B,B,B
3rd Street Elementary School,7980,Curran,Ackroyd,Male,915628543,3,0,R1,G,G,G,G,G,G,B,B-,B,B,,,,,C,C,,B-,B-,B,62,86,B-,B-,B+,,C+,B+,A-
3rd Street Elementary School,7980,Lorry,Slessar,Female,259043742,8,0,R1,E,E,E,E,E,E,78,83,73,73,96,84,85,85,85,78,,95,95,75,91,59,,75,82,,78,80,75
3rd Street Elementary School,7980,Vi,Pieter,Female,743579311,7,0,R1,S,N,N,S,S,N,68,75,68,80,60,60,72,74,72,60,,78,70,68,40,54,,75,65,,68,68,65
3rd Street Elementary School,7980,Maurine,Girodier,Female,380394784,3,0,R1,S,S,S,S,S,S,D+,C-,C-,C,,,,,C-,C-,,D+,C-,C,45,98,C-,C,C-,B-,C-,B-,B-
3rd Street Elementary School,7980,Didi,Donoghue,Female,488371117,1,0,R1,N,S,N,S,N,N,B,B-,B,B-,,,,,B,B,B,B,B-,B,68,77,B,B-,B+,B+,,B,B
3rd Street Elementary School,7980,Giustina,Stalf,Female,387857485,8,0,R1,G,G,S,S,S,S,65,63,58,63,56,55,60,54,68,83,,63,63,63,73,90,,68,68,,73,76,65
3rd Street Elementary School,7980,Aloin,Toten,Male,455928138,3,0,R1,S,S,G,S,S,S,B+,B-,C,B,,,,,B,B-,,B,B,B,43,71,B,B+,B,,C,B-,B
3rd Street Elementary School,7980,Patten,Scemp,Male,136035972,7,0,R1,,,,,,,,,,,,,,,,,,,,,93,64,,,,,,,
3rd Street Elementary School,7980,Lindsay,Trenaman,Female,339363152,8,0,R1,G,S,G,G,G,S,70,70,73,88,74,68,55,73,67,,55,50,67,63,78,99,,75,80,,85,75,78
3rd Street Elementary School,7980,Lind,Torresi,Male,256369862,1,0,R1,N,N,N,N,S,N,D,R,R,D,,,,,D,C-,C,C,,D,98,99,D,C-,C,,C+,B,B
3rd Street Elementary School,7980,Bride,Dossett,Female,666939098,5,0,R1,G,E,E,E,G,G,B+,B+,B+,A-,A-,A-,A-,,B+,A-,A-,A-,A-,A-,39,49,A-,B+,A-,,B+,B,B+
3rd Street Elementary School,7980,Artemus,Exeter,Male,382839092,8,0,R1,N,N,S,N,S,S,58,58,58,58,I,I,52,I,63,65,,58,58,65,62,85,,68,75,,73,55,63
3rd Street Elementary School,7980,Vitia,Heinert,Female,162012845,3,0,R1,E,E,G,E,E,E,B,B-,B-,B,,,,,B-,B-,,B-,B-,B,63,56,B,A-,B,,B+,B,B+
3rd Street Elementary School,7980,Tan,Panons,Male,660260574,1,0,R1,E,E,G,G,G,G,B+,B,B+,B,,,,,B+,B+,A-,A-,B,B+,66,95,B+,B-,A-,A,,B+,B+
3rd Street Elementary School,7980,Hammad,McClymond,Male,488571642,4,0,R1,G,G,E,G,G,G,B-,B-,B+,B+,A-,B,,,B-,C+,B,B,B-,B+,56,79,B,B,B+,,A-,B+,B+
3rd Street Elementary School,7980,Bobbi,Gorce,Female,585825443,4,0,R1,E,E,E,E,E,E,A,A-,A-,B+,A-,A-,,,A,A,,A+,A+,A-,80,42,A+,A,A,,A-,B+,B+
3rd Street Elementary School,7980,Beatrisa,Howes,Female,351977746,3,0,R1,G,G,G,E,G,E,A,A,A-,B+,,,,,A,A,,A-,A,B-,93,86,B,B,A,,A-,B+,A-
3rd Street Elementary School,7980,Sibyl,Batterson,Female,489440807,2,0,R1,G,G,G,S,G,S,B-,B,A+,A,,,,,B+,A,A+,B+,A-,A-,88,65,A,A-,B+,,B-,B+,B
3rd Street Elementary School,7980,Claus,Pogson,Male,229865838,7,0,R1,S,N,N,S,S,N,62,62,68,78,60,58,62,64,60,60,,60,60,70,51,57,,72,72,,72,60,75
3rd Street Elementary School,7980,Sutherlan,Cobain,Male,935386224,1,0,R1,G,S,S,N,G,G,D-,D-,C,C-,,,,,D-,D-,D,C+,D+,C,82,45,B,D-,C+,,D-,C+,C+
3rd Street Elementary School,7980,Starlene,MacIntyre,Female,194390437,3,0,R1,S,S,S,S,S,S,D+,D,C-,C,,,,,D+,D+,,D+,C-,C-,39,73,C-,B-,B-,B-,C-,B,B
3rd Street Elementary School,7980,Jess,Treat,Male,788161178,8,0,R1,E,E,E,E,E,E,94,93,80,90,98,82,80,81,77,,93,77,79,90,86,87,,80,85,,80,90,89
3rd Street Elementary School,7980,Gilburt,Fierro,Male,714466668,7,0,R1,G,S,N,G,G,S,70,62,68,78,R,R,R,R,68,60,,80,75,65,71,71,,65,90,,68,I,80
3rd Street Elementary School,7980,Nester,Pessler,Male,370978286,8,0,R1,S,S,S,N,S,S,70,56,69,66,70,72,68,69,84,,85,68,66,50,99,85,,70,75,,80,70,75
3rd Street Elementary School,7980,Raf,Clowsley,Female,649057178,4,0,R1,G,G,G,G,G,S,C-,C,B-,C+,B,B-,,,C+,D,,D-,B+,A-,77,82,B,B+,A,,B-,B,C-
3rd Street Elementary School,7980,Broderic,Leaming,Male,732358635,4,0,R1,N,N,N,N,N,N,C-,C,C,D-,A-,A-,,,B,B-,,B-,B+,B-,72,58,B-,B-,C+,,C+,B-,C-
3rd Street Elementary School,7980,Piggy,Foddy,Male,400154025,2,0,R1,G,G,S,S,S,G,C+,B-,C+,B+,,,,,B-,C,B+,B+,B+,B-,63,62,A,C-,B-,,B,B,B
3rd Street Elementary School,7980,Nananne,Teaz,Female,153740541,6,0,R1,E,G,G,E,G,E,A-,B,A-,A-,B-,B-,B-,B-,A,A,,A+,A-,A-,93,39,A-,B-,B,B+,,B,B+
3rd Street Elementary School,7980,Guglielmo,Lewsie,Male,400288375,5,0,R1,S,S,G,S,G,S,B,B,B,B,C+,C-,B-,,B,C+,,B-,B-,B-,77,44,B,B-,B+,,B,B,B-
3rd Street Elementary School,7980,Kellby,Espasa,Male,678148077,7,0,R1,E,E,E,E,G,G,75,80,85,85,80,82,90,80,95,90,,85,88,82,98,94,,75,85,,82,82,82
3rd Street Elementary School,7980,Mada,Krysztofiak,Female,204348475,8,0,R1,,,,,,,,,,,,,,,,,,,,,79,82,,,,,,I,
3rd Street Elementary School,7980,Allsun,Stillert,Female,837134118,4,0,R1,E,E,G,E,G,G,A,B+,B+,C-,B+,B,,,C+,B+,,A-,A-,B+,54,95,A-,A,A,,B,B-,A-
3rd Street Elementary School,7980,Reidar,Trewin,Male,955260268,2,0,R1,E,G,G,E,E,G,A,A,A-,A,,,,,B-,A,B+,A,A,B-,99,45,B-,C+,B,,C+,B,B
3rd Street Elementary School,7980,Harriot,Anstis,Female,994480140,2,0,R1,E,E,E,E,E,E,A+,A,C,A,,,,,A-,C,B+,A,A-,B-,82,83,A,B-,B-,,B+,B-,B
3rd Street Elementary School,7980,Modestia,Vale,Female,806378110,4,0,R1,E,G,G,E,G,G,A,A-,A-,B,B+,B-,,,A-,A-,,A,B+,A-,56,67,A,A,A-,,B,B,B-
3rd Street Elementary School,7980,Ernestus,Gifford,Male,868592966,2,0,R1,E,E,E,E,E,E,A+,A+,A+,A+,,,,,A,A-,A,A+,A+,A-,72,56,A+,B,B,,B,B+,B
3rd Street Elementary School,7980,Brody,Blow,Male,416730200,1,0,R1,G,E,E,G,E,G,A-,B+,B+,B+,,,,,B+,B+,A-,A-,B,B+,60,80,B+,B,A,A-,,B,B+
3rd Street Elementary School,7980,Cassaundra,Raeside,Female,935073365,6,0,R1,S,S,G,N,G,G,C+,B-,B,B,C-,I,C+,C,B-,B-,,C-,C+,C+,93,95,D+,B-,B+,,B,B,B-
3rd Street Elementary School,7980,Anthony,Clemetts,Male,379395646,8,0,R1,N,N,N,N,N,N,65,R,63,R,I,I,I,I,65,,81,75,R,50,40,62,,70,80,,60,I,78
Warner Community School,5676,Sayres,Howgego,Male,598549735,3,0,R1,N,N,N,N,N,N,B,C+,R,B,,,,,C,A,,B-,B,B-,46,79,B-,I,C,,I,B-,B
Warner Community School,5676,Jeniffer,Kneel,Female,848111322,7,0,R1,N,N,S,S,G,S,63,58,68,65,55,70,59,53,63,58,,58,63,58,88,90,,73,75,,73,78,53
Warner Community School,5676,Dorey,Starsmore,Female,513168510,1,0,R1,,,,,,,,,,,,,,,,,,,,,78,53,,,,,,,
Warner Community School,5676,Yolane,O'Halloran,Female,693682863,3,0,R1,,,,,,,,,,,,,,,,,,,,B-,64,67,,B,B,,,,B-
Warner Community School,5676,Carilyn,Klaassens,Female,869622788,1,0,R1,E,S,S,E,E,E,C,C,C+,B-,,,,,C+,C,C-,B-,C,B,86,92,B,B-,B,,C,B,B-
Warner Community School,5676,Emlynn,Huson,Female,974092054,3,0,R1,G,S,S,N,G,S,B,C+,C,C+,,,,,B,B+,,B-,C,C+,70,39,B-,B,B-,,A-,B-,B-
Warner Community School,5676,Michaelina,Badman,Female,138027321,5,0,R1,E,E,E,E,G,E,A-,B+,A-,A-,A-,B+,A-,,B+,B+,B+,B+,B+,A-,92,72,A-,B+,B,,B+,B,A-
Warner Community School,5676,Erl,Garrettson,Male,675490108,1,0,R1,G,G,G,G,G,G,C,D,C,B,,,,,B,C,C,B,,B,71,84,C,B-,B,,B,B,B
Warner Community School,5676,Rafaellle,Cleverley,Male,458320570,1,0,R1,G,G,G,E,G,G,B,B,B-,B,,,,,B+,C+,B-,A,B+,B-,58,97,B,B+,B,,C-,B,B
Warner Community School,5676,Cathe,Badman,Female,787984729,2,0,R1,E,E,E,E,E,E,A+,A,A-,A,,,,,B,A,A+,B+,A+,B+,59,78,A+,B,B,,B-,B+,B
Warner Community School,5676,Miof mela,Inworth,Female,984203402,7,0,R1,E,S,G,G,E,G,65,70,80,80,68,70,60,65,72,68,,72,68,72,73,41,,70,80,,75,65,80
Warner Community School,5676,Skippy,Gosford,Male,806604200,7,0,R1,E,S,G,G,E,G,80,85,85,85,75,70,72,68,78,85,,75,72,80,87,85,,75,80,,80,68,85
Warner Community School,5676,Melania,Olexa,Female,251799413,7,0,R1,E,E,G,G,E,G,70,75,80,82,62,64,70,77,70,60,,65,62,68,85,96,,70,80,,70,62,72
Warner Community School,5676,Miltie,Bottrill,Male,342308528,7,0,R1,G,S,S,S,G,S,70,65,80,80,58,60,I,65,75,58,,68,84,60,62,48,,70,85,,70,I,80
Warner Community School,5676,Desmund,Wilcockes,Male,616871407,1,0,R1,E,E,E,E,E,E,A-,B,B+,B+,,,,,A,A,B,A,A-,B,92,77,B,B,B,,B+,B+,B+
Warner Community School,5676,Norry,Speed,Male,495043428,7,0,R1,N,S,N,S,G,N,65,65,70,75,56,55,57,60,70,55,,60,62,70,68,69,,65,72,,65,52,75
Warner Community School,5676,Hermina,Wybrow,Female,787578541,5,0,R1,S,G,N,S,S,S,C+,B-,C+,B-,D+,D,D+,,C+,B-,,C-,B-,C+,79,84,B+,C+,C+,,C+,B,B-
Warner Community School,5676,Giff,Fontel,Male,968404636,8,0,R1,E,G,G,E,G,G,88,79,70,86,63,70,70,71,71,,83,82,80,65,82,96,,75,80,,70,85,87
Warner Community School,5676,Efrem,Lammers,Male,532676649,4,0,R1,G,G,G,G,G,G,B+,B-,B-,C+,B,A-,,,B,A-,,A-,B+,B-,78,72,B+,B+,B+,,B-,B,B-
Warner Community School,5676,Winston,Loudyan,Male,629673142,6,0,R1,S,S,S,S,S,N,B,B,B+,C-,C-,B,C,C+,A,D,,B-,A+,B,78,41,A-,B,C+,B-,,B-,B
Warner Community School,5676,Felicio,Trolley,Male,265767991,1,0,R1,E,E,G,G,E,G,A-,B+,A-,A-,,,,,B+,B,A-,A-,B,B+,99,71,B+,B+,A,A,,B+,B+
Warner Community School,5676,Billie,Di Pietro,Female,802660571,2,0,R1,E,E,G,G,G,G,A,A-,A,B+,,,,,A,A,,A-,A,A,80,87,A-,A-,A-,,B-,B,B
Warner Community School,5676,Meryl,Georgius,Female,572100552,1,0,R1,G,G,G,G,G,G,B-,B-,B,B,,,,,B,B,B,B+,B-,B,51,73,B,B-,B,A-,,B,B
